GeneID	TranscriptID	Sample.Cleavage	Sample.Brown	Sample.Cloud	Sample.Spot	Sample.Late.spot	Sample.Ring	Sample.Late.ring	Sample.Free.swimming.larvae
LOC109582123	XM_019996745.1	6.433	36.683	150.112	202.6	171.433	78.811	14.255	4.849
LOC100636571	XM_019994439.1	2.564	0	0	0	12.9	0	0	0
LOC109582008	XM_019996561.1	0	0	0.321	1.336	3.587	1.669	0.89	3.624
LOC100637077	XM_019994926.1	81.463	99.258	92.875	140.693	150.413	100.34	17.701	21.47
LOC105312668	XM_019996168.1	178.787	85.965	75.83	40.883	43.629	45.003	47.173	57.625
LOC100635854	XM_019993996.1	44.223	71.412	184.33	46.49	21.138	19.221	21.061	34.753
LOC109580446	XM_019993596.1	3.101	2.384	3.189	2.349	2.72	1.384	3.244	1.743
LOC109581519	XM_019995699.1	3.698	4.053	7.587	6.444	5.812	7.677	3.877	7.255
LOC105316760	XM_011411918.2	3.915	1.063	2.401	2.338	2.017	2.915	2.181	3.849
LOC105316861	XM_011412100.2	47.797	735.096	1523.198	912.162	420.146	279.779	14.738	2.952
LOC100632073	XM_019996047.1	97.579	87.066	90.221	64.716	77.625	67.645	96.036	118.951
LOC109582195	XM_019996847.1	10.17	2.434	1.847	2.202	2.031	0.754	1.371	2.767
LOC100632062	XM_019994735.1	9.661	2.53	2.036	3.416	3.951	6.072	2.467	1.797
LOC100633553	XM_019996449.1	9.242	3.783	1.967	0.797	0.842	1.571	1.357	1.818
LOC109580570	XM_019993888.1	7.581	4.08	4.507	4.567	4.387	4.359	5.519	3.048
LOC100641804	XM_019996417.1	5.401	6.147	7.243	10.125	10.116	4.148	6.125	16.532
LOC109580484	XM_019993710.1	2.322	0.696	1.121	0.083	0.382	0.38	0.509	0.087
LOC100636704	XM_019996819.1	121.572	161.565	63.939	49.054	24.701	44.138	40.692	98.632
LOC100641458	XM_019993209.1	26.77	19.613	5.717	5.244	7.328	3.994	5.408	13.948
LOC100639860	XM_019996019.1	2.247	0.631	0.858	0.644	1.133	0.232	0.213	0.537
LOC105316696	XM_019993088.1	11.927	13.475	7.933	11.325	10.613	11.428	7.228	8.37
LOC100638133	XM_019996367.1	65.896	58.551	36.836	27.106	29.211	39.286	30.402	41.916
LOC105312824	XM_019996714.1	15.607	14.706	14.76	6.212	6.667	8.736	6.897	7.91
LOC109582051	XM_019996612.1	2.524	0.978	2.102	0.511	0.506	0.275	0.708	3.273
LOC109580391	XM_019993473.1	86.521	10.424	3.9	3.949	2.608	1.141	1.385	1.096
LOC109582453	XM_019997168.1	10.534	11.18	5.541	4.64	2.468	4.386	3.36	3.604
LOC109580697	XM_019994154.1	11.622	7.147	2.075	7.809	5.916	3.169	3.369	6.701
LOC100633549	XM_019995291.1	38.418	38.756	20.043	12.903	16.371	18.415	10.938	14.448
LOC109580540	XM_019993834.1	31.209	98.64	121.021	23.123	15.058	14.477	10.978	10.055
LOC100639015	XM_019993283.1	6.658	5.904	7.277	4.777	4.552	3.511	5.277	11.834
LOC100640995	XM_019995374.1	224.627	129.109	181.292	95.409	135.935	120.442	371.684	610.842
LOC109580325	XM_019993358.1	2.912	1.21	1.768	1.316	0.57	0.591	0.884	2.799
LOC109581447	XM_019995549.1	1.38	0.592	0.398	0.064	0.2	0.58	0.512	0.353
LOC100635389	XM_019993786.1	35.778	9.834	9.956	0	8.968	0	36.243	0
LOC100633155	XM_019993646.1	12.224	5.414	4.723	4.605	18.559	15.319	16.441	15.349
LOC109581633	XM_019995917.1	18.934	4.113	3.602	2.132	1.502	1.561	1.932	3.504
LOC109580719	XM_019994205.1	3.816	2.834	0.636	0.371	0.67	2.256	1.808	1.172
LOC109580699	XM_019994162.1	9.04	2.621	1.843	2.116	1.625	1.41	3.735	1.517
LOC109581702	XM_019996030.1	7.156	7.91	11.055	12.065	6.241	13.365	14.235	26.443
LOC100634563	XM_019995949.1	38.238	23.14	21.495	34.139	35.019	17.058	23.144	40.14
LOC109580494	XM_019993739.1	0.426	0.733	0.02	0.017	0.012	0.012	0.042	0.017
LOC109580145	XM_019996830.1	7.136	6.61	6.219	7.524	6.364	4.24	4.331	12.534
LOC109581420	XM_019995517.1	3.321	4.076	5.987	5.58	6.159	4.789	6.539	8.498
LOC109580945	XM_019994563.1	56.527	7.831	6.908	9.854	16.234	12.93	24.617	24.884
LOC105316745	XM_011411890.2	27.737	32.565	19.599	14.416	10.954	9.542	7.919	10.329
LOC100639148	XM_019995255.1	28.676	17.805	7.565	5.479	8.796	6.288	4.551	7.009
LOC105312207	XM_019994773.1	0.409	0.077	0.697	2.191	0.012	0.074	0.175	0.732
LOC105312288	XM_019994963.1	0	0	0	0	0	1.994	0	0
LOC109580635	XM_019994040.1	0.436	0.745	1.188	1.351	0.832	0.204	1.358	1.125
LOC109582360	XM_019997030.1	4.562	1.706	1.355	1.801	0.653	0.52	0.656	0.38
LOC109580449	XM_019993601.1	87.381	103.674	69.913	58.624	78.046	42.582	61.016	78.79
LOC105316803	XM_019993435.1	29.697	31.884	39.488	37.723	46.925	17.072	17.213	38.081
LOC109580971	XM_019994618.1	16.325	17.138	31.021	43.01	22.788	34.817	18.731	9.58
LOC100637786	XM_019993157.1	67.513	11.305	22.432	15.272	17.767	14.984	32.042	23.368
LOC109581065	XM_019994840.1	2.412	0.05	0.287	2.58	0.062	0.295	0.082	0.239
LOC100639275	XM_019995461.1	26.404	69.648	70.348	21.353	14.118	13.514	12.586	18.063
LOC109581489	XM_019995625.1	0	0	0	0	0	0	0	0
LOC105312100	XM_019994410.1	142.82	13.274	7.158	6.681	4.404	3.784	2.808	1.251
LOC100640789	XM_019994360.1	53.027	11.054	5.597	3.104	2.657	3.359	5.342	4.105
LOC109580764	XM_019994276.1	58.511	56.319	27.526	20.047	18.281	15.882	13.29	23.13
LOC109581301	XM_019995311.1	9.239	3.612	3.407	2.094	2.442	1.292	0.444	0.654
LOC109580528	XM_019993805.1	3.227	1.265	1.024	1.335	1.665	0.638	1.995	2.581
LOC105312113	XM_019994478.1	10.385	7.091	5.576	3.691	5.016	4.686	4.874	2.972
LOC100639819	XM_019995173.1	8.932	2.413	3.495	4.047	1.52	2.388	8.184	18.353
LOC109581812	XM_019996215.1	2.235	0.145	0.54	0.771	0.199	0.192	0.246	0.755
LOC109581571	XM_019995821.1	21.749	19.873	8.662	6.813	8.847	5.776	8.395	46.405
LOC109580990	XM_019994670.1	3.007	164.033	163.587	74.468	40.01	10.397	3.469	4.152
LOC100636783	XM_019995021.1	6.47	2.804	3.724	2.145	1.451	2.095	1.959	2.124
LOC105312253	XM_019994883.1	3.998	5.221	3.208	6.651	2.126	1.069	1.626	3.426
LOC100639648	XM_019994234.1	6.142	1.976	2.23	1.708	4.231	1.677	0.728	0.516
LOC109580666	XM_019994083.1	2.932	1.576	0.451	0.294	0.903	0.571	0.349	0.304
LOC109581876	XM_019996351.1	6.469	1.596	0.76	0.691	1.673	1.982	1.553	1.694
LOC100634927	XM_011411963.1	0.248	0	0.1	0.105	0.05	0	0.085	0.26
LOC100634349	XM_019993240.1	7.983	9.585	20.37	14.374	11.314	18.836	16.393	15.482
LOC105312422	XM_019995336.1	2.19	0	0	0	0	0.13	0	0
LOC109582044	XM_019996608.1	1.577	0.809	0.629	0.612	1.184	1.033	0.669	1.204
LOC105312435	XM_019995389.1	36.205	37.784	23.869	16.613	15.645	8.547	13.698	31.427
LOC105316960	XM_019993876.1	0.615	0	0.952	1.084	1.047	0	0	0.686
LOC109580484	XM_019993707.1	0.116	0.026	0.127	0.084	0.067	0.082	0.021	0.095
LOC100639908	XM_019996400.1	22.343	21.886	15.091	14.194	8.056	6.098	7.218	7.995
LOC100637622	XM_011412149.2	93.126	13.564	33.139	33.839	46.211	51.852	51.428	82.143
LOC100633501	XM_019993076.1	56.884	17.064	10.358	11.62	11.753	7.778	7.923	10.848
LOC100639850	XM_019993404.1	2.858	3.428	4.899	2.094	3.489	1.299	6.523	5.779
LOC100639606	XM_019995572.1	24.732	8.875	10.041	4.448	8.201	8.52	6.187	13.041
LOC109582287	XM_019996957.1	9.005	2.581	0.275	0	0	1.162	2.518	0
LOC109581548	XM_019995762.1	13.437	3.717	1.154	1.952	6.278	1.354	16.591	0.409
LOC109581507	XM_019995664.1	0	0	0.003	0.002	0.109	0	0	0
LOC100641635	XM_019996282.1	17.072	11.502	29.136	18.943	29.594	6.223	18.823	60.875
LOC109581825	XM_019996244.1	8.137	5.694	5.159	2.234	1.617	2.027	2.506	3.186
LOC109581912	XM_019996395.1	13.407	4.544	3.366	1.903	1.303	1.611	1.759	3.453
LOC109581659	XM_019995972.1	1.982	1.268	0.812	0.446	0.396	0.297	1.026	0.571
LOC109582009	XM_019996557.1	0.013	0.247	0.107	0.103	0.266	0.111	0.121	0.303
LOC105316763	XM_011411926.1	0.221	0.279	0.047	0.103	0.149	0	0	1.969
LOC109581296	XM_019995303.1	1.686	0.338	0.355	1.015	0.592	0.239	0.341	0.721
LOC105316724	XM_019993161.1	30.232	23.731	17.495	15.221	17.832	9.875	16.026	14.285
LOC109581959	XM_019996472.1	4.688	19.49	33.672	56.132	59.276	35.444	8.89	2.77
LOC100640451	XM_019995135.1	18.675	13.339	7.791	8.202	4.197	6.08	9.454	6.076
LOC105312448	XM_019995457.1	0	0	0	0	2.098	0	0	0
LOC109581599	XM_019995859.1	0.01	0.003	0.431	0.006	0.002	0.502	0.014	0.513
LOC109581259	XM_019995222.1	4.554	0.05	3.858	0.317	1.177	0.158	0.735	1.373
LOC100640072	XM_019995059.1	86.791	43.552	29.277	32.301	23.199	22.007	69.906	92.441
LOC100641752	XM_019993613.1	38.872	119.148	546.071	478.729	333.468	272.679	127.86	86.02
LOC109582399	XM_019997081.1	25.437	48.37	21.649	20.527	14.966	16.345	10.464	25.267
LOC105312549	XM_019995754.1	0.141	0.017	0.843	0.615	0.536	0.027	0.011	0.016
LOC100631437	XM_019993778.1	11.911	21.86	17.228	12.823	12.807	17.57	9.662	18.117
LOC100641534	XM_019995652.1	9.4	3.037	11.737	20.445	24.253	14.829	34.439	59.921
LOC109581786	XM_019996196.1	6.734	3.921	2.419	2.722	0.819	2.183	2.442	2.524
LOC100641336	XM_019995900.1	20.418	21.751	17.568	13.767	7.191	7.971	6.756	14.133
LOC100640576	XM_019993968.1	26.736	5.883	3.687	8.155	16.833	1.467	7.556	18.063
LOC100634349	XM_019993237.1	0.68	5.855	6.659	4.136	3.734	1.015	2.102	3.879
LOC100635253	XM_011411970.2	0	4.886	17.781	12.394	8.268	1.185	0	0
LOC100636820	XM_019993568.1	16.189	11.424	18.571	27.63	31.906	12.467	18.267	14.361
LOC109582081	XM_019996677.1	0.168	0.33	0	0	0	0	0	0
LOC100632664	XM_019995500.1	30.199	46.901	18.82	9.15	15.414	12.536	7.652	14.004
LOC109581854	XM_019996329.1	11.865	5.337	0.967	0.981	1.309	0.609	1.837	1.092
LOC109580961	XM_019994602.1	1.101	10.258	11.901	37.118	27.319	27.558	12.597	0.092
LOC109581143	XM_019994950.1	1.031	11.143	11.294	8.475	10.893	3.579	2.146	3.851
LOC109581004	XM_019994704.1	2.339	1.746	0.634	0.803	0.364	1.824	2.567	1.544
LOC100638296	XM_019994550.1	7.569	12.911	10.871	4.599	6.907	6.829	6.457	9.682
LOC105312082	XM_019994353.1	7.757	24.976	31.974	28.02	23.445	20.911	3.277	5.141
LOC109581057	XM_019994809.1	29.443	5.947	4.201	2.502	4.198	1.819	4.763	2.647
LOC109580851	XM_019994407.1	8.926	1.477	1.563	0.947	2.191	1.346	16.601	29.044
LOC100633849	XM_019996081.1	12.555	6.242	4.719	2.368	5.823	5.067	44.706	51.274
LOC109580766	XM_019994288.1	5.101	1.205	16.27	47.492	57.074	55.821	9.108	0.821
LOC109582219	XM_019996881.1	9.807	5.557	6.802	8.16	5.972	7.251	4.232	9.252
LOC100632573	XM_019994009.1	265.724	114.261	250.837	323.152	288.424	357.384	218.04	203.349
LOC109581041	XM_019994775.1	3.709	8.066	15.471	14.369	9.068	7.189	11.615	9.425
LOC105312435	XM_019995388.1	37.454	30.086	122.616	205.679	121.533	65.009	41.221	39.277
LOC109580232	XM_019993190.1	5.509	0.431	1.097	0.805	0.119	1.006	1.35	1.305
LOC105312288	XM_019994965.1	19.456	26.135	45.931	29.459	31.605	23.727	26.279	25.335
LOC100637497	XM_011412148.2	119.413	79.394	57.458	55.332	63.999	55.384	99.983	169.993
LOC105312177	XM_019994681.1	5.508	0.442	1.342	1.203	1.216	1.872	3.429	2.291
LOC105312148	XM_019994565.1	287.965	214.887	167.574	97.312	104.746	102.899	92.361	145.392
LOC105312199	XM_019994741.1	11.004	2.19	2.965	1.701	1.634	1.084	2.539	2.493
LOC109582048	XM_019996609.1	6.287	1.281	0.664	1.842	0.8	1.327	1.09	1.416
LOC100638895	XM_019995253.1	4.846	3.675	2.979	1.335	0.455	1.22	3.73	1.417
LOC109581489	XM_019995623.1	0	0	0	0	0	0	0	0
LOC109581686	XM_019996002.1	1.227	0.657	0.353	0.512	0.2	0	0.624	0.399
LOC100636019	XM_019993212.1	23.123	19.032	35.015	16.665	20.402	14.554	11.241	12.323
LOC105316730	XM_011411857.2	12.977	9.725	10.126	9.012	13.173	11.725	13.218	19.925
LOC109582166	XM_019996802.1	0.004	0.001	2.146	0.001	0.002	0.001	0.001	0.002
LOC105316699	XM_011411791.2	24.968	18.266	17.839	25.404	26.33	20.632	15.11	9.853
LOC105311984	XM_019994120.1	38.088	63.697	32.364	56.539	49.517	50.811	26.683	29.162
LOC109581547	XM_019995756.1	0.035	0.004	0.003	0.019	0.003	0.008	0.002	0.003
LOC100632692	XM_019996194.1	38.053	17.966	11.017	7.134	7.164	5.632	13.576	64.437
LOC100633502	XM_019993433.1	10.825	6.259	7.961	8.058	3.371	1.903	1.353	1.392
LOC100641425	XM_019996731.1	58.117	39.967	19.376	17.277	16.653	17.81	12.925	18.1
LOC109580762	XM_019994479.1	57.344	28.369	4.798	6.639	3.97	7.154	6.514	8.643
LOC109580353	XM_019993392.1	14.857	3.78	3.269	4.208	4.701	4.08	1.967	2.548
LOC100634681	XM_019994706.1	8.452	11.61	5.185	4.861	4.535	5.809	6.329	4.672
LOC109581099	XM_019994877.1	0.557	0	0	0.142	0	0	0	0
LOC109580663	XM_019994077.1	1.474	0.213	0.144	0.56	0.331	0.534	0	0.264
LOC100639521	XM_019993285.1	13.905	3.314	6.27	1.313	0	9.286	0	1.336
LOC109580780	XM_019994322.1	8.773	4.895	11.559	4.222	59.313	20.477	15.169	0.968
LOC105313112	XM_019997002.1	8.472	5.659	6.392	3.36	3.169	5.908	4.867	6.344
LOC109581241	XM_019995187.1	3.135	0.634	0.613	1.627	0.97	1.613	0.121	3.137
LOC100634516	XM_019994203.1	45.447	31.699	6.802	9.375	11.317	8.269	12.068	17.011
LOC109581750	XM_019996127.1	72.609	40.084	45.705	43.523	35.348	43.743	24.181	15.594
LOC100631526	XM_019994733.1	9.895	4.406	2.817	2.688	1.707	3.944	5.091	6.206
LOC109581056	XM_019994808.1	7.456	4.074	7.462	6.102	8.598	1.826	12.998	4.824
LOC100636779	XM_019993475.1	46.187	101.182	224.624	185.618	164.032	152.818	53.299	36.693
LOC109581800	XM_019996201.1	2.433	1.244	0.787	2.585	0.888	4.432	2.278	3.348
LOC109580621	XM_019994008.1	8.475	1.561	2.948	2.624	2.144	1.566	1.397	1.392
LOC105312888	XM_019997070.1	59.212	69.228	44.298	29.337	39.576	34.03	29.11	40.648
LOC109580537	XM_019993811.1	3.483	1.96	1.942	0.977	1.989	1.434	0.968	3.561
LOC109580767	XM_019994289.1	3.781	4.512	5.217	2.637	2.957	1.501	3.126	3.139
LOC105316804	XM_019993441.1	3.814	0.72	1.513	0.058	0.452	1.426	0.611	0.662
LOC109580742	XM_019994236.1	11.987	26.503	88.395	83.92	97.575	98.04	33.716	14.03
LOC105312581	XM_019995858.1	2.516	2.999	2.933	2.221	2.7	2.495	4.239	0.574
LOC100634858	XM_019997127.1	15.417	11.331	9.798	9.703	16.999	18.828	13.216	4.528
LOC100631734	XM_019993874.1	19.117	8.014	9.906	4.509	7.575	20.983	0.001	12.105
LOC109582117	XM_019996743.1	3.535	1.838	2.511	1.11	0.33	0.702	0.615	1.718
LOC100639566	XM_019995058.1	63.754	76.13	50.155	46.151	37.411	34.63	50.689	88.942
LOC105316716	XM_019993074.1	0.415	0	0.336	0.46	0.32	0	0	0.156
LOC109582086	XM_019996683.1	5.324	7.208	4.529	0.843	2.321	0.388	0	2.821
LOC105316923	XM_011412225.2	7.408	4.321	5.475	9.614	1.108	3.712	7.247	4.405
LOC109581309	XM_019995334.1	0	0.111	0.039	0	0	0.059	0	0
LOC100636945	XM_019993569.1	4.952	0.857	2.823	2.128	3.77	7.747	1.001	1.69
LOC109581827	XM_019996246.1	20.072	28.332	46.143	46.725	38.971	34.079	41.974	76.415
LOC109581507	XM_019995666.1	1.678	0.534	0.363	0.024	2.142	0.293	0	2.563
LOC100640779	XM_019996328.1	34.216	28.779	17.843	17.492	16.439	14.217	20.016	23.493
LOC100641128	XM_019996870.1	599.784	286.836	113.151	95.795	95.515	135.097	113.628	160.936
LOC100639850	XM_019993406.1	5.622	1.218	2.342	1.668	2.532	0.529	1.618	1.43
LOC100631942	XM_019993779.1	311.651	1022.526	716.396	499.64	451.431	456.624	606.203	481.14
LOC100640576	XM_019993969.1	86.73	119.529	90.461	64.354	73.362	77.21	122.042	211.57
LOC105312649	XM_019996070.1	13.566	7.676	7.236	4.398	10.459	6.903	4.194	6.835
LOC109580361	XM_019993412.1	0.65	0.56	0.95	0.246	0.324	0.15	0.123	0.958
LOC100638249	XM_011411914.2	41.535	43.663	17.507	15.49	14.335	14.946	7.443	9.524
LOC100638166	XM_019994551.1	0	6.539	15.583	8.765	6.533	13.585	19.976	4.559
LOC109580327	XM_019993362.1	2.975	2.663	1.316	0.754	2.179	0.743	1.622	0.613
LOC100640871	XM_019994951.1	36.229	24.916	68.273	173.305	197.554	133.81	248.699	326.6
LOC109582081	XM_019996673.1	0.006	0.928	0	0	0.331	0	0.004	0.002
LOC100638076	XM_019993084.1	40.582	101.463	306.264	362.996	279.299	172.171	39.137	24.335
LOC109580559	XM_019993884.1	4.635	0.863	1.685	2.085	8.041	28.153	11.673	20.425
LOC109580252	XM_019993233.1	9.179	8.353	10.66	11.161	7.298	7.171	5.228	7.168
LOC100639349	XM_019993842.1	0	0	0.647	0	0	0	0	0
LOC100633849	XM_019996080.1	0	0	0	0	0	0	0	0
LOC109582224	XM_019996880.1	4.021	2.773	1.759	1.778	1.251	0.774	1.826	2.964
LOC105312823	XM_019996718.1	3.216	2.374	4.756	0	0	1.768	0	1.163
LOC109580461	XM_019993649.1	11.636	6.112	5.851	4.903	9.839	5.108	3.646	2.581
LOC109581446	XM_019995546.1	5.98	4.881	2.524	3.674	6.211	5.103	5.236	6.044
LOC109580514	XM_019993789.1	58.222	47.77	62.527	75.734	105.587	117.78	177.812	95.51
LOC109581298	XM_019995307.1	8.287	2.015	2.474	1.94	3.007	3.373	3.304	1.4
LOC109580492	XM_019993736.1	3.716	0.706	0.784	1.29	0.709	0.571	0.665	0.281
LOC100633171	XM_019995946.1	50.019	27.286	16.541	13.515	17.351	23.854	20.191	32.913
LOC100642131	XM_019993617.1	15.127	68.302	101.375	21.633	6.051	5.079	8.701	12.369
LOC100641881	XM_019994158.1	7.493	3.629	2.663	2.365	3.948	2.96	3.025	6.771
LOC100633112	XM_011412097.2	15.429	15.241	8.16	7.326	11.419	11.974	9.855	9.997
LOC109581388	XM_019995453.1	20.91	13.47	20.09	25.393	15.965	10.335	10.02	14.822
LOC109582448	XM_019997164.1	0.77	0.711	0.241	0.147	0.514	0.116	0.453	0.236
LOC100640867	XM_011412269.2	6.425	1.45	1.398	0.477	0.495	1.361	0.933	2.658
LOC109580806	XM_019994357.1	2.116	1.175	0.895	0.903	0.45	0.779	0.735	0.829
LOC100637790	XM_019994595.1	3.705	2.703	2.839	1.058	1.46	0.878	1.169	2.575
LOC100641209	XM_019995108.1	42.021	119.914	156.742	55.709	24.879	9.344	7.806	3.843
LOC105312294	XM_019994995.1	7.026	14.313	54.937	41.67	42.851	26.358	7.567	6.946
LOC105316724	XM_019993160.1	9.537	15.456	1.578	4.284	2.368	5.978	0.005	1.958
LOC109580846	XM_019994403.1	3.92	2.053	0.952	0.615	0.854	0.7	1.445	0.745
LOC100634548	XM_019993925.1	84.918	113.922	141.173	167.992	189.472	245.332	73.484	174.094
LOC100632314	XM_019996164.1	38.391	27.39	32.265	18.242	27.933	26.001	30.48	51.923
LOC105312466	XM_019995501.1	14.801	66.557	445.774	537.916	398.244	278.062	61.209	17.303
LOC109582398	XM_019997080.1	5.657	3.463	2.264	1.26	2.818	3.004	2.391	1.341
LOC100634851	XM_019994279.1	34.734	21.028	10.67	4.713	9.216	5.596	4.518	9.356
LOC100632654	XM_011411945.2	0.663	15.163	6.76	0.284	0.278	0.173	13.495	12.371
LOC109581623	XM_019995901.1	11.599	1.912	1.685	0.623	1.381	2.765	0.413	1.62
LOC105316833	XM_019993525.1	1.947	2.055	0.766	0.042	1.383	0.696	2.213	2.722
LOC109580400	XM_019993485.1	10.974	8.112	6.431	5.4	7.299	6.37	3.633	6.477
LOC109580269	XM_019993275.1	10.108	12.539	21.549	29.275	29.243	38.874	36.505	34.611
LOC109582349	XM_019997016.1	2.497	0.906	0.845	0.317	0.603	1.323	1.067	0.174
LOC109581914	XM_019996401.1	7.859	14.063	6.563	5.77	6.477	6.485	4.483	5.321
LOC105311993	XM_019994087.1	1.208	0.776	1.712	1.242	2.016	1.002	1.367	0.447
LOC109580931	XM_019994529.1	14.723	6.078	4.297	2.954	6.449	2.113	5.58	3.792
LOC109580912	XM_019994489.1	3.881	6.545	43.616	92.17	98.075	90.918	43.879	37.569
LOC109581108	XM_019994887.1	0.584	0.142	0.091	0.126	0.242	0.176	0.146	0.02
LOC100635862	XM_019996635.1	10.496	6.112	1.724	2.105	5.115	2.123	1.295	2.15
LOC100637203	XM_019994929.1	0.001	0.374	0.537	0.245	0.001	0.608	0.003	0.858
LOC105312104	XM_019994436.1	5.454	2.488	2.851	1.406	3.531	1.201	1.476	5.183
LOC100634349	XM_019993241.1	2.499	1.608	1.444	1.155	2.996	1.39	1.206	2.79
LOC105316813	XM_011412024.2	94.685	66.027	41.045	121.445	116.19	69.804	26.903	36.941
LOC109581234	XM_019995177.1	5.751	0.736	2.378	2.583	1.486	1.265	2.064	1.746
LOC109580970	XM_019994614.1	0	0.236	0	0.084	0	0	0.977	0
LOC109581007	XM_019994712.1	22.844	18.919	13.154	17.731	21.611	21.852	12.521	22.427
LOC109580617	XM_019993999.1	4.552	3.845	1.729	1.287	1.482	0.834	0.909	0.91
LOC100641677	XM_019996152.1	3.387	0.562	0	0.3	0	0	0.689	0
LOC109581518	XM_019995696.1	23.729	43.788	41.334	30.296	22.689	25.182	18.833	20.438
LOC109580448	XM_019993599.1	6.112	2.11	1.189	1.549	0.1	0.665	1.767	1.667
LOC109581939	XM_019996446.1	3.851	1.368	7.165	1.621	0.902	0	0	1.805
LOC100641888	XM_019995820.1	66.647	51.48	23.165	15.488	10.622	18.199	24.284	38.224
LOC109580541	XM_019993838.1	1.405	0.052	0.202	0.256	0.353	0.121	0	0.542
LOC100635645	XM_019995020.1	0.093	0	0.325	0	0	0.111	0.374	0.138
LOC109580991	XM_019994671.1	14.465	6.514	8.142	3.221	3.181	5.414	9.648	28.726
LOC100631685	XM_019996953.1	12.267	0.342	1.872	2.71	5.021	3.828	4.995	3.861
LOC100632831	XM_019996016.1	19.107	39.714	30.134	7.58	10.902	3.526	12.428	17.357
LOC109582008	XM_019996553.1	3.923	0	1.973	0.776	0	1.707	1.949	0
LOC109580239	XM_019993206.1	34.885	41.632	11.108	8.454	8.549	11.549	11.835	19.601
LOC100635350	XM_019994785.1	5.847	1.19	1.535	2.591	3.773	4.084	2.247	1.047
LOC109582169	XM_019996816.1	5.078	0.7	0.392	0.103	0.241	0.186	1.635	0.294
LOC100639729	XM_019995378.1	0	0	0	0	0	0	0.139	0.139
LOC109580316	XM_019993354.1	2.439	0.789	0.197	0.085	0.228	0	0.091	0.358
LOC109580984	XM_019994645.1	283.367	111.28	77.249	98.808	140.206	95.197	132.739	59.885
LOC109582438	XM_019997152.1	2.565	0.694	1.004	1.424	0.791	0.432	0.666	0.934
LOC109581875	XM_019996350.1	0.039	0.085	0.019	0.067	0	0.141	0.103	0.055
LOC109580481	XM_019993703.1	2.27	62.008	71.173	39.129	61.887	70.19	38.582	30.246
LOC109580874	XM_019994434.1	0.344	0.521	0.298	0.164	1.421	0.179	0.077	1.999
LOC105316815	XM_011412026.2	3.787	7.752	7.341	4.873	1.371	1.928	1.685	6.359
LOC100641716	XM_019995109.1	45.927	98.048	197.627	227.338	271.362	199.134	70.813	48.479
LOC109582347	XM_019997014.1	0.001	0	0.004	0.012	0.011	1.041	0	0.013
LOC105312861	XM_019996871.1	2.7	1.621	1.76	0.536	1.128	0.311	0.544	0.484
LOC109581891	XM_019996365.1	13.374	2.267	1.739	0.431	0.753	0.845	1.526	1.432
LOC100634352	XM_019994278.1	1.533	0.198	0.974	0.843	0.698	0.039	0.07	0.079
LOC105312522	XM_019995694.1	32.393	38.651	21.571	26.387	14.716	33.061	11.513	15.004
LOC105312556	XM_019995792.1	8.847	13.372	13.973	12.245	5.263	5.449	5.63	13.66
LOC105312637	XM_019996071.1	19.995	28.814	21.804	26.559	18.076	16.401	10.143	22.885
LOC109581918	XM_019996415.1	0	0	0.656	0.182	0	0.613	0.977	0
LOC109580971	XM_019994616.1	7.117	1.835	1.26	0	0	0	1.158	1.397
LOC109581017	XM_019994737.1	27.248	14.721	16.468	18.446	12.503	9.979	8.039	13.312
LOC109582192	XM_019996845.1	0.797	2.11	1.661	1.409	1.522	1.082	0.705	3.097
LOC109581706	XM_019996045.1	1.197	3.037	3.814	6.177	3.923	5.504	3.497	0.895
LOC100641170	XM_019996123.1	4.602	43.527	208.926	136.969	248.809	280.802	106.949	9.533
LOC109580238	XM_019993204.1	29.358	22.766	7.688	5.945	4.726	6.477	4.797	7.406
LOC109581698	XM_019996014.1	1.319	0.745	0.882	0.785	0.453	2.133	0.639	1.298
LOC109582168	XM_019996814.1	0	0	0	0	0	0	0	0
LOC100635524	XM_019996922.1	9.473	7.916	5.637	5.619	3.318	9.49	12.517	10.727
LOC109580323	XM_019993356.1	7.571	1.831	3.778	2.474	0.904	2.538	2.53	2.227
LOC105312788	XM_019996522.1	7.196	4.645	1.529	1.407	1.351	2.885	3.043	2.561
LOC100638414	XM_019996482.1	47.195	51.153	48.807	33.062	37.257	28.586	47.607	55.447
LOC109581937	XM_019996444.1	4.636	2.428	2.048	4.531	2.286	2.634	1.857	1.601
LOC105316874	XM_011412127.1	0.835	0.596	1.003	0	0.476	0.352	0.683	1.055
LOC109582130	XM_019996747.1	13.325	5.737	3.477	3.338	1.949	5.278	1.205	4.633
LOC109580375	XM_019993440.1	255.431	65.497	58.806	71.179	55.002	52.065	67.598	57.596
LOC100641754	XM_019994159.1	11.85	8.167	9.27	4.332	7.166	7.356	6.538	10.449
LOC109582092	XM_019996687.1	0	0	0.066	0	0.439	0	0	0
LOC100641883	XM_019994835.1	105.616	60.003	33.604	27.459	24.636	39.883	40.346	55.02
LOC109580631	XM_019994035.1	6.213	2.044	3.746	3.719	3.232	3.186	1.925	2.905
LOC100635737	XM_019997123.1	3.346	0.501	2.901	0	0	7.593	2.787	1.198
LOC109582377	XM_019997045.1	0.107	0.343	0.328	1.03	0.118	2.002	0.679	0.223
LOC109581792	XM_019996200.1	8.414	4.389	6.118	4.39	2.786	1.804	2.517	3.562
