GeneID	TranscriptID	Sample.00h	Sample.01h	Sample.02h	Sample.03h	Sample.04h	Sample.05h	Sample.06h	Sample.08h	Sample.10h	Sample.12h	Sample.14h	Sample.16h
FBti0019037	FBti0019037-RA	0.113	0.114	0.069	0.168	0.224	0.379	0.435	0.263	0.217	0.346	0.661	0.818
FBti0019046	FBti0019046-RA	1.692	0.942	1.621	2.644	3.319	4.285	3.978	4.294	3.322	4.61	3.459	4.696
FBti0019031	FBti0019031-RA	0	0	0	0.027	0.04	0	0	0	0	0	0.011	0.103
FBti0019045	FBti0019045-RA	0.215	0.393	0.195	0	0.396	0.473	0.2	0.273	0.21	0	0.206	0.39
FBti0019054	FBti0019054-RA	0	0	0	0	0	0	0	0	0.05	0.136	0.029	0.664
FBti0019017	FBti0019017-RA	0.719	0	0.318	3.793	5.94	0.015	1.842	6.437	3.821	2.905	12.269	27.089
FBti0019059	FBti0019059-RA	0.565	0.397	0.774	3.712	3.809	4.946	4.058	4.951	6.391	8.261	6.132	3.662
FBti0019099	FBti0019099-RA	0.167	0.03	0.218	0.215	0	0.039	0.229	0	0.261	0.305	0.019	0.174
FBti0019011	FBti0019011-RA	0.133	0.543	0.364	0.712	0.41	0.54	0.134	0.702	0.392	0.126	0.373	0
FBti0019283	FBti0019283-RA	0	0	0.049	0	0	0.053	0	0	0	0.045	0.09	0.17
FBti0019187	FBti0019187-RA	0	0	0	0	0	0	0	0	0.001	0.001	0.002	0.137
FBti0019239	FBti0019239-RA	0	0.054	0.087	0.235	0.252	0.265	0.157	0.559	0.453	0.343	0.235	0.069
FBti0019144	FBti0019144-RA	0	0	0.032	0.154	0.342	0.308	0.353	0.138	0.434	0.179	0.821	0.539
FBti0019203	FBti0019203-RA	0.356	0.258	0.201	1.023	1.067	1.136	1.357	0.857	1.385	1.137	1.645	1.531
FBti0019285	FBti0019285-RA	0.029	0.224	0.085	2.992	2.881	8.916	9.341	18.941	8.892	7.386	2.99	3.084
FBti0019181	FBti0019181-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019260	FBti0019260-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019349	FBti0019349-RA	0	0	0	0.081	0.091	0.465	0.451	0.321	0.244	0.328	0.298	0.141
FBti0019205	FBti0019205-RA	0	0	0.018	0.145	0.309	0.371	0.489	1.055	0.268	0.227	0.15	0.089
FBti0019196	FBti0019196-RA	0.075	0	0	0	0.832	0.608	0.037	0.255	0.034	0.493	0.155	0.003
FBti0019355	FBti0019355-RA	0.016	0.029	0.123	0.151	0.36	0.225	0.478	0.642	0.346	0.698	0.337	0.527
FBti0019219	FBti0019219-RA	0.002	0	0	0	0.02	0	0.002	0	0	0.03	0	0
FBti0019273	FBti0019273-RA	0.022	0	0.021	0.221	0.245	0.192	0.275	0.158	0.184	0.258	0.09	0.154
FBti0019177	FBti0019177-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019321	FBti0019321-RA	0	0	0.133	0.345	0.003	0.54	0.515	0	0	0	0.477	0
FBti0019393	FBti0019393-RA	0.377	0	0.325	6.771	27.626	33.361	54.128	84.578	80.825	59.917	56.388	94.803
FBti0019226	FBti0019226-RA	0.276	0.174	0.049	0.226	0.148	0.241	0.055	0.16	0.176	0.267	0.097	0.085
FBti0019353	FBti0019353-RA	0	0	0	0	0.004	0	0	0.001	0.004	0.003	0.006	0.006
FBti0019327	FBti0019327-RA	0.037	0.04	0.406	0.959	0.982	0.619	0.226	0.078	0.086	0.074	0.034	0.015
FBti0019275	FBti0019275-RA	0.018	0	0	0	0	0	0	0	0	0	0	0
FBti0019171	FBti0019171-RA	0.122	0.2	0.271	3.248	3.046	4.367	4.336	5.266	3.525	2.692	1.061	0.742
FBti0019156	FBti0019156-RA	0	0	0	0.128	0.144	0.258	0	0.152	0	0	0	0
FBti0019395	FBti0019395-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019305	FBti0019305-RA	0.213	0.002	0.079	0.012	0.041	0.036	0.153	0.138	0.218	0.248	0.638	0.534
FBti0019408	FBti0019408-RA	0	0.001	0	0.074	0.239	0.146	0.047	0.039	0.106	0.119	0.92	0.573
FBti0019360	FBti0019360-RA	0.049	0	0	0	0.004	0	0.075	0	0.043	0.01	0	0
FBti0019249	FBti0019249-RA	0	0.072	0.07	0.273	0.129	0.404	0.268	0.186	0.063	0.233	0.469	0.386
FBti0019385	FBti0019385-RA	0	0	0	0	0	0	0.063	0	0	0.073	0	0.003
FBti0019412	FBti0019412-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019162	FBti0019162-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019186	FBti0019186-RA	0	0	0	0	0	0	0	0	0.013	0	0.007	0
FBti0019303	FBti0019303-RA	0.243	0.105	0.062	0.102	0.786	0.29	0.617	0.784	0.622	0.355	0.34	0.779
FBti0019339	FBti0019339-RA	0	0	0.016	0	0	0	0	0.079	0.096	0.056	0	0
FBti0019383	FBti0019383-RA	0.001	0	0	0.062	0.987	2.291	4.211	18.141	10.382	7.938	6.619	11.218
FBti0019191	FBti0019191-RA	0	0	0	0	0	0	0.001	0.006	0.018	0.023	0.128	0.234
FBti0019295	FBti0019295-RA	0	0	0.018	0.188	0.186	0.088	0.244	0.223	0.388	0.167	0.169	0.051
FBti0019227	FBti0019227-RA	0	0.037	0	0	0	0	0.031	0	0	0	0	0.037
FBti0019375	FBti0019375-RA	0.056	0.047	0.099	0.172	0.072	0.055	0.459	0.345	0.323	0.586	0.486	0.345
FBti0019326	FBti0019326-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019157	FBti0019157-RA	0.033	0.017	0	0.04	0.087	0.041	0.07	0.08	0.043	0.103	0.117	0.119
FBti0019221	FBti0019221-RA	0.011	0	0.072	0.083	0.052	0.098	0.093	0.091	0.065	0.162	0.098	0.073
FBti0019293	FBti0019293-RA	0	0	0.038	0.09	0.176	0.106	0.152	0.078	0	0.095	0	0.086
FBti0019373	FBti0019373-RA	0	0	0	0	0	0	0.256	0	0.002	0	0.508	0.053
FBti0019197	FBti0019197-RA	0.082	0.05	0.162	0.305	0.502	0.663	0.655	0.543	0.341	0.585	0.214	0.138
FBti0019151	FBti0019151-RA	0.779	0.397	0.619	2.181	3.021	2.975	6.631	5.414	8.971	11.231	3.973	9.003
FBti0019176	FBti0019176-RA	0	0	0	0.48	0	0	0.169	0	0	0	0	0.194
FBti0019319	FBti0019319-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019170	FBti0019170-RA	0	0	0	0	0	0	0	0	0	0.003	0	0
FBti0019372	FBti0019372-RA	0	0	0	0.059	0.072	0	0.064	0.039	0.052	0	0	0.228
FBti0019338	FBti0019338-RA	0.221	0.125	0.066	0.141	0	0	0	0	0	0	0.413	0.745
FBti0019320	FBti0019320-RA	0.009	0.052	0.097	0.214	0	0	0.011	0.001	0.163	0.293	0	0.23
FBti0019409	FBti0019409-RA	0	0.04	0	1.279	0	0	0	0	0	0	0	0
FBti0019252	FBti0019252-RA	0.135	0.122	0.133	0.148	0.208	0.168	0.128	0.097	0.074	0.138	0.099	0.131
FBti0019248	FBti0019248-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019302	FBti0019302-RA	0.051	0.048	0.142	0.314	0.428	0.609	0.451	0.861	0.577	0.484	0.393	0.611
FBti0019180	FBti0019180-RA	0.025	0.071	1.183	1.653	0.583	1.31	0.89	0.633	0.104	0.044	0.146	0.096
FBti0019318	FBti0019318-RA	0	0	0.107	0.14	0.672	0.068	0.104	0.175	0.108	0.151	0.168	0.073
FBti0019165	FBti0019165-RA	0.021	0.037	0.348	0.124	0.019	0.043	0.024	0.016	0.079	0.059	0.017	0.169
FBti0019382	FBti0019382-RA	0	0	0	0	0	0	0	0.2	0.255	0.117	0	0.275
FBti0019415	FBti0019415-RA	0	0	0.163	0.136	0.302	0.288	0.327	0.31	0	0	0.226	0
FBti0019261	FBti0019261-RA	0.016	0	0	0	0.032	0.018	0.016	0.014	0	0	0	0
FBti0019366	FBti0019366-RA	0.157	0	0.106	0.026	0.066	0.001	0	0.088	0.015	0.003	0.118	0.305
FBti0019267	FBti0019267-RA	0	0	0.048	0.192	0	1.01	1.281	0.336	1.521	1.614	0.852	0.589
FBti0019163	FBti0019163-RA	0.401	2.042	0.658	1.411	0.799	3.881	11.244	15.6	21.681	18.939	21.945	9.539
FBti0019413	FBti0019413-RA	0.146	0.048	0.064	0.207	0.309	0.186	0.232	0.252	0.572	0.43	1.048	1.469
FBti0019150	FBti0019150-RA	0.04	0.08	0.02	0	0.316	0.312	0.363	0.149	0.448	0.147	0.156	0.144
FBti0019352	FBti0019352-RA	0.086	0	0	0	0.096	0.163	0.102	0.001	0	0.235	0.214	0.127
FBti0019348	FBti0019348-RA	0.036	0	0.036	0	0	0	0	0.031	0.033	0	0.002	0
FBti0019220	FBti0019220-RA	0.941	0.688	1.106	1.943	2.08	2.061	2.997	3.73	6.395	9.115	10.069	14.72
FBti0019238	FBti0019238-RA	0.03	0.073	0	0.622	0.482	1.278	2.12	3.132	2.253	0.921	0.453	0.379
FBti0019190	FBti0019190-RA	0.013	0	0	0	0.008	0	0.027	0	0	0	0.221	0.264
FBti0019272	FBti0019272-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019392	FBti0019392-RA	0.332	0.03	1.496	0	0	0	0	0	0	0	0	0
FBti0019367	FBti0019367-RA	0	0	0	0	0.022	0.019	0	0.02	0	0	0	0.042
FBti0019361	FBti0019361-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019282	FBti0019282-RA	0.004	0	0	0	0.005	0.041	0.005	0.027	0	0	0.041	0.101
FBti0019218	FBti0019218-RA	0	0	0.091	1.15	0.349	0	0.34	0.193	0	0.468	0.56	0.554
FBti0019202	FBti0019202-RA	0	0	0.178	0.969	1.057	6.984	1.087	2.61	2.972	0.121	0.316	0.382
FBti0019184	FBti0019184-RA	0	0	0	0	0	0	0	0	0.068	0	0	0
FBti0019147	FBti0019147-RA	0.057	0	0.245	0.422	0.008	0.991	0.602	0.368	0.444	0	0.115	0.019
FBti0019243	FBti0019243-RA	0	0.034	0.057	0.059	0.094	0.114	0.163	0.137	0.126	0.093	0.16	0.049
FBti0019335	FBti0019335-RA	0.018	0	0.062	0.378	0.699	0.318	0.13	0.074	0.252	0.134	0.07	0.145
FBti0019136	FBti0019136-RA	0.565	0.397	0.774	3.712	3.809	4.946	4.058	4.951	6.391	8.261	6.132	3.662
FBti0019309	FBti0019309-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019389	FBti0019389-RA	0	0.021	0	0.036	0.363	0	0	0.219	0.35	0	0	0
FBti0019245	FBti0019245-RA	0	0	0	0	0	0	0.164	0	0	0	0	0
FBti0019141	FBti0019141-RA	0.007	0.013	0	0.061	0.133	0.031	0.13	0.135	0.081	0.136	0.001	0.107
FBti0019333	FBti0019333-RA	0	0	0	0	0	2.222	4.184	1.091	0	0.573	0	0
FBti0019402	FBti0019402-RA	0.052	0	0	1.054	1.71	3.159	3.287	4.855	1.962	1.642	0.365	0.298
FBti0019418	FBti0019418-RA	0	0	0.02	0	0	0.004	0.014	0	0	0	0	0
FBti0019168	FBti0019168-RA	21.118	30.619	6.672	0.847	1.944	0.226	2.205	0	0.011	1.297	4.104	7.895
FBti0019174	FBti0019174-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019259	FBti0019259-RA	0	0	0	0.354	0	0	0	0	0	0	0	0
FBti0019315	FBti0019315-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019379	FBti0019379-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019299	FBti0019299-RA	0.309	0.199	0.336	0.394	0.548	0.725	1.211	3.144	2.217	2.295	1.381	1.409
FBti0019324	FBti0019324-RA	0	0	0	0.02	0.057	0.176	0.005	0.146	0.077	0.051	0	0
FBti0019313	FBti0019313-RA	0	0	0	0	0.021	0.065	0	0.104	0.049	0.049	0	0
FBti0019345	FBti0019345-RA	0	0	0	0	0	0	0	0	0	0	0	0.128
FBti0019289	FBti0019289-RA	0.057	0	0.029	0.054	0.081	0.201	0.102	0.12	0.293	0.067	0.121	0.178
FBti0019137	FBti0019137-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019209	FBti0019209-RA	0.078	0.041	0.046	0.07	0.164	0.096	0.145	0.076	0	0.072	0.066	0
FBti0019343	FBti0019343-RA	0.142	0.071	0.068	0.642	1.552	1.994	2.08	3.475	2.785	3.092	3.747	4.257
FBti0019235	FBti0019235-RA	0	0	0	0.27	0.156	0.051	0.055	0.169	0.183	0.24	0.052	0.124
FBti0019146	FBti0019146-RA	0	0	0	0	0	0	0.052	0	0.063	0	0	0
FBti0019213	FBti0019213-RA	0	0	0	0.181	0.753	0.059	0	0.007	0.218	0	0	0.147
FBti0019224	FBti0019224-RA	1.25	0.156	0.026	0.628	0.833	2.214	3.887	2.459	7.002	11.423	13.641	12.653
FBti0019399	FBti0019399-RA	0	0	0	0	0	0	0	0.055	0	0.128	0.098	0.067
FBti0019279	FBti0019279-RA	0	0	0	0	0	0.058	0	0.02	0.03	0	0.049	0
FBti0019154	FBti0019154-RA	0	0.025	0.067	0.182	0.151	0	0.143	0.147	0.178	0.206	0.084	0.079
FBti0019359	FBti0019359-RA	0.141	0.047	0.048	0.125	0.125	0.189	0.215	0.21	0.168	0.309	0.148	0.045
FBti0019215	FBti0019215-RA	0.079	0.089	0.094	0.067	0.207	0.295	0.26	0.348	0.218	0.246	0.265	0.253
FBti0019194	FBti0019194-RA	0.402	1.355	1.076	0.108	0.133	0.404	0.055	0.407	0	0.153	0.197	0.029
FBti0019212	FBti0019212-RA	0.066	0	0	0.503	0.423	0.144	0.144	0.051	0.442	0.412	0.369	0.479
FBti0019288	FBti0019288-RA	0	0	0	0.161	0	0	0	0.118	0	0	0	0
FBti0019208	FBti0019208-RA	0	0.105	0.065	0.072	0.031	0	0.051	0	0.095	0	0.188	0
FBti0019358	FBti0019358-RA	0	0.017	0.115	0.036	0.064	0.034	0	0.088	0.065	0.118	0.051	0.151
FBti0019140	FBti0019140-RA	0	0	0	0.109	0.069	0.162	0.167	0.381	0.21	0.178	0.08	0.068
FBti0019232	FBti0019232-RA	0.031	0.031	0.081	0.214	0.277	0.324	0.266	0.264	0.169	0.163	0.194	0.137
FBti0019264	FBti0019264-RA	0.007	0	0.002	0.011	0	0.008	0.005	0.01	0.027	0.003	0.05	0.031
FBti0019398	FBti0019398-RA	0	0	0	0.431	0.272	0.458	0.415	0.315	0.927	1.27	1.238	3.824
FBti0019278	FBti0019278-RA	0	0	0	0	0.297	0.311	0.103	0.078	0.244	0	0	0.039
FBti0019405	FBti0019405-RA	0.754	0	0.593	0.371	0.531	0.578	0.408	0.121	0.562	0.853	0.568	0
FBti0019308	FBti0019308-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019388	FBti0019388-RA	1.391	0	3.294	1.192	0.262	0.384	0.129	0.039	0.008	0	0	0.369
FBti0019312	FBti0019312-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019403	FBti0019403-RA	0.47	0.137	0.242	5.823	7.018	5.078	7.727	11.61	26.312	35.987	43.812	41.79
FBti0019378	FBti0019378-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019364	FBti0019364-RA	0.558	0	0	0.401	0.772	0.738	0.265	0.251	0.912	1.51	1.432	0.791
FBti0019298	FBti0019298-RA	0.008	0.019	0.146	0.114	0.121	0.531	0.012	0.365	0.087	0.472	0.007	0
FBti0019332	FBti0019332-RA	0	0.017	0.085	0.125	0.033	0.076	0.079	0.02	0.063	0.025	0.206	0.12
FBti0019169	FBti0019169-RA	0.063	0.092	0.103	0.173	0.057	0.369	0.455	0.334	0.29	0.3	0.17	0.222
FBti0019258	FBti0019258-RA	0.188	0.102	0.262	0.729	0.856	0.596	0.568	0.485	0.283	0.388	0.388	0.558
FBti0019242	FBti0019242-RA	0.035	0.012	0.035	0.201	0.214	0.216	0.199	0.202	0.273	0.097	0.135	0.126
FBti0019149	FBti0019149-RA	0	0	0.203	0.459	0.693	1.209	1.455	0.851	0.584	0.722	0.503	0.468
FBti0019381	FBti0019381-RA	0	0.023	0	0.054	0.034	0.093	0.04	0.069	0.165	0.031	0.108	0.187
FBti0019262	FBti0019262-RA	0.047	0.026	0.025	0	0	0.082	0.028	0.083	0.076	0.091	0.122	0.087
FBti0019301	FBti0019301-RA	0.35	0.189	0.062	5.481	5.426	5.438	5.369	4.816	5.142	3.509	1.292	2.412
FBti0019234	FBti0019234-RA	0.112	0.076	0.148	0.993	1.155	1.546	2.658	3.765	3.233	3.884	1.479	0.764
FBti0019387	FBti0019387-RA	0.166	0.087	0.088	0.103	0.235	0.156	0.05	0.533	0.23	0.03	0	0.068
FBti0019206	FBti0019206-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019286	FBti0019286-RA	0.785	0.975	0.996	0.103	0.39	0.498	0.136	0.028	0.105	0.047	1.563	3.045
FBti0019344	FBti0019344-RA	0	0	0	0	0	0.023	0	0	0	0.015	0	0
FBti0019307	FBti0019307-RA	0.166	0.087	0.088	0.103	0.235	0.156	0.05	0.533	0.23	0.03	0	0.068
FBti0019153	FBti0019153-RA	0	0.002	0.053	0.09	0.182	0.083	0.208	0.357	0.262	0.11	0.015	0.097
FBti0019291	FBti0019291-RA	0.312	0.273	0.252	0.928	1.343	2.053	1.241	0.434	0.282	0.52	0.299	0.387
FBti0019223	FBti0019223-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019195	FBti0019195-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019214	FBti0019214-RA	0	0.002	0.046	0	0.163	0.127	0.124	0	0.479	0.369	0.01	0.228
FBti0019371	FBti0019371-RA	0.035	0	0	0	0	0	0	0.008	0	0	0.074	0
FBti0019356	FBti0019356-RA	0	0	0	0	0.038	0.084	0.145	0.357	0	0.098	0.091	0
FBti0019276	FBti0019276-RA	0.007	0.059	0	0.014	0	0.154	0.41	0.376	0.099	0	0	0.232
FBti0019251	FBti0019251-RA	0	0	0	0.441	0.707	0.663	0.309	0	0	0.119	0.228	0
FBti0019155	FBti0019155-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019396	FBti0019396-RA	0	0	0	0.407	0.105	0.13	0.183	0.28	0.365	0.102	0.195	0.336
FBti0019377	FBti0019377-RA	0	0	0	0	0	0	0	0	0	0	0.05	0.112
FBti0019225	FBti0019225-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019193	FBti0019193-RA	0.872	0.01	0	0.922	0.885	2.629	2.159	0	0.979	4.847	0.623	0.51
FBti0019297	FBti0019297-RA	0.09	0	0.052	0.402	0.644	0.467	0.378	0.422	0.562	0.289	0.155	0.114
FBti0019244	FBti0019244-RA	0.164	0.092	0.106	0.436	0.507	0.69	0.759	0.881	0.969	0.751	0.451	0.26
FBti0019207	FBti0019207-RA	0.139	0	0	0	0	0.111	0	0	0	0	0	0
FBti0019386	FBti0019386-RA	0	0.123	0.231	0.071	0.06	0	0	0	0	0	0.336	0.794
FBti0019183	FBti0019183-RA	0	0	0	0.111	0.337	0.097	0.213	0.357	0.255	0.249	0.237	0.086
FBti0019306	FBti0019306-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019287	FBti0019287-RA	0.116	0.075	0.082	0.282	0.076	0.189	0.104	0.018	0.217	0.423	0.079	0.122
FBti0019139	FBti0019139-RA	0	0	0	0	0.059	0	0	0	0.036	0	0	0
FBti0019334	FBti0019334-RA	0.044	0	0.101	0.02	0.038	0.074	0	0	0.141	0.346	0.287	0
FBti0019201	FBti0019201-RA	0	0	0	0	0	0.044	0.051	0.102	0.086	0.03	0	0
FBti0019185	FBti0019185-RA	0	0	0.065	0.494	0.28	2.135	1.845	4.315	5.213	6.456	3.563	3.938
FBti0019362	FBti0019362-RA	0.052	0	0	0.098	0.174	0.042	0	0.043	0.056	0.206	0.045	0.056
FBti0019281	FBti0019281-RA	0	0	1.184	1.562	2.998	1.793	1.241	1.674	0.671	1.697	0.174	0.137
FBti0019410	FBti0019410-RA	0.213	0.027	0.884	0.563	0.209	0.132	0.014	0.169	0.016	0.079	0.081	0.051
FBti0019160	FBti0019160-RA	0	0	0	0	0	0.037	0.206	0.079	0.153	0	0	0.11
FBti0019173	FBti0019173-RA	0.039	0	0	0.294	0	0.669	0.257	0.315	0.113	0.263	0	0.148
FBti0019397	FBti0019397-RA	0.8	0.289	1.833	5.742	6.441	6.625	7.629	7.304	7.843	9.629	11.644	20.604
FBti0019277	FBti0019277-RA	0.078	0.086	0	0.076	0.184	0.254	0.617	0.156	0.135	0.29	0.259	0.133
FBti0019296	FBti0019296-RA	0	0	0.206	0.118	0.092	0.08	0.226	0.107	0.627	0.698	1.125	0.719
FBti0019376	FBti0019376-RA	0.048	0	0	0	0	0	0.088	0	0.092	0.018	0	0
FBti0019351	FBti0019351-RA	0.75	0.569	0.91	0.842	1.171	1.107	0.024	1.311	1.875	1.639	0.628	0.399
FBti0019314	FBti0019314-RA	0.293	0.102	0.253	0.264	0.945	0.767	0.396	1.637	0.732	1.255	1.023	0.551
FBti0019175	FBti0019175-RA	0.029	0.068	0	0.236	0.21	0.691	0.631	1.694	0.774	0.409	0.183	0.088
FBti0019271	FBti0019271-RA	0.136	0	0.131	0	0.119	0	0.12	0	0	0.154	0.496	0.262
FBti0019256	FBti0019256-RA	0.131	0.196	0.157	0.181	0.349	0.216	0.135	0.061	0.1	0.055	0.166	0.361
FBti0019391	FBti0019391-RA	0.997	0.41	3.161	3.312	3.435	6.568	1.833	3.483	8.906	13.965	24.613	14.205
FBti0019323	FBti0019323-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019357	FBti0019357-RA	0.608	0.638	0.654	17.23	18.759	46.004	47.053	86.825	40.952	29.263	9.666	6.405
FBti0019322	FBti0019322-RA	0.203	0.099	0.341	10.43	11.446	18.864	23.681	12.344	5.428	4.497	1.28	0.991
FBti0019250	FBti0019250-RA	0	0	0	0.007	0.001	0	0	0.003	0	0.001	0	0.01
FBti0019290	FBti0019290-RA	0	0	0	0	0	1.623	0.895	0	0	0	0	0
FBti0019172	FBti0019172-RA	0.003	0	0	0	0	0.125	0	0	0	0.043	2.436	0.426
FBti0019370	FBti0019370-RA	0	0	0	0	0	0	0	0.158	0	0	0	0
FBti0019138	FBti0019138-RA	0	0.04	0	0.043	0.071	0.191	0.034	0.164	0.17	0.114	0.022	0.017
FBti0019404	FBti0019404-RA	0	0	0	0	0.055	0.036	0	0	0	0.056	0.006	0
FBti0019166	FBti0019166-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019416	FBti0019416-RA	0	0	0.031	0.04	0.221	0.335	0.204	0.578	0.037	0.041	0.038	0
FBti0019363	FBti0019363-RA	0	0	0	27.704	37.559	59.869	48.525	64.811	53.447	44.937	16.774	22.557
FBti0019300	FBti0019300-RA	0	0.011	0.016	0	0	0.059	0.001	0.131	0.056	0	0.096	0
FBti0019365	FBti0019365-RA	0.72	0	0	0	0.178	0	0.112	0	0.15	0.075	0	0
FBti0019182	FBti0019182-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019380	FBti0019380-RA	0.183	0	0.21	0.784	1.351	3.139	5.125	14.064	13.418	9.991	5.418	7.717
FBti0019192	FBti0019192-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019270	FBti0019270-RA	0.052	0.051	0	0.177	0.24	0.397	0.321	0.189	0.076	0.13	0.237	0.376
FBti0019390	FBti0019390-RA	0.815	0.988	1.214	0.55	1.21	1.674	2.67	7.518	5.51	4.755	2.042	3.108
FBti0019152	FBti0019152-RA	0.004	0	0.822	0.403	1.627	3.369	4.248	3.126	3.539	4.605	8.271	7.446
FBti0019148	FBti0019148-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019350	FBti0019350-RA	0	0	0.05	0	0	0.184	0	0.092	0	0	0.238	0.195
FBti0019280	FBti0019280-RA	0	0	0	0	0	0	0	0	0	0	0.156	0
FBti0019265	FBti0019265-RA	0.032	0.011	0.024	0.077	0.111	0.139	0.126	0.094	0.059	0.089	0.035	0.07
FBti0019411	FBti0019411-RA	0.022	0.055	0.033	0	0	0	0	0	1.101	6.023	4.569	2.687
FBti0019161	FBti0019161-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019200	FBti0019200-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019167	FBti0019167-RA	0.018	0	0.035	0.078	0.137	0.138	0.049	0.216	0.037	0.162	0.085	0.112
FBti0019417	FBti0019417-RA	0	0	0	0	0	0	0	0	0	0	0	0.025
FBti0019336	FBti0019336-RA	0.576	0.291	0.676	4.167	4.606	5.61	2.774	3.521	4.068	7.471	7.48	12.964
FBti0019341	FBti0019341-RA	0	0	0	0.065	0.126	0.312	0.166	0.005	0.453	0.075	0	0.026
FBti0019237	FBti0019237-RA	0.166	0.105	0.144	0.154	0.168	0.132	0.121	0.117	0.1	0.122	0.142	0.091
FBti0019189	FBti0019189-RA	0.404	0.302	1.969	7.131	6.783	13.9	14.219	8.266	3.989	3.014	2.304	1.698
FBti0019384	FBti0019384-RA	0.161	0.071	0.157	1.076	1.064	1.865	2.16	1.984	2.222	5.044	7.751	15.901
FBti0019246	FBti0019246-RA	0.08	0.063	1.424	0.577	0.447	0.946	0.679	0.441	1.687	1.738	2.187	1.868
FBti0019231	FBti0019231-RA	0	0	0	0.123	0.085	0.431	0.413	0.088	0	0.098	0	0
FBti0019347	FBti0019347-RA	0.069	0.027	0.176	0.455	0.479	0.456	0.584	0.33	0.346	0.294	0.279	0.306
FBti0019304	FBti0019304-RA	0.045	0.025	0.039	0.189	0.123	0.052	0.171	0.06	0	0	0.057	0.082
FBti0019316	FBti0019316-RA	0.055	0.055	0	0	0.05	0	0.211	0	0.058	0.089	0.507	0.916
FBti0019254	FBti0019254-RA	0.275	0.201	0.198	0.326	0.337	0.425	0.61	0.755	0.397	0.405	0.824	1.026
FBti0019179	FBti0019179-RA	0.908	0.069	0.632	1.358	0.913	2.045	2.144	2.137	3.028	5.731	6.232	9.516
FBti0019217	FBti0019217-RA	2.034	0.494	1.272	9.812	11.14	15.285	12.529	12.131	10.903	11.308	13.064	25.459
FBti0019400	FBti0019400-RA	0	0	0	0	0	0.167	0	0.062	0.088	0.243	0.051	0.109
FBti0019329	FBti0019329-RA	0	0	0	0	0	0.059	0	0	0	0	0	0.145
FBti0019374	FBti0019374-RA	0.456	0.338	0.062	3.424	7.299	19.485	30.659	65.987	36.148	18.976	6.592	5.176
FBti0019211	FBti0019211-RA	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019294	FBti0019294-RA	0.046	0	0.048	0.279	0.114	0.333	0.444	0.309	0.196	0.354	0.177	0.107
FBti0019368	FBti0019368-RA	0.666	0.357	0.319	0.156	0.313	0.143	0.144	0	0.149	0.185	0.141	0.737
FBti0019204	FBti0019204-RA	0	0	0	0	0	0.221	0.981	0	0	0.169	0.401	1.035
FBti0019331	FBti0019331-RA	0	0	0	0.02	0	0.024	0	0	0	0	0	0.027
FBti0019143	FBti0019143-RA	0	0.035	0.329	0.211	0.062	0.101	0.236	0.624	0.312	1.409	0	0.985
FBti0019346	FBti0019346-RA	0	0	0	0	0	0	0	0	0	0	0	0
